TIER_3_OPERATING_HOURS_SUB,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,FUEL_TYPE,FUEL_TYPE_BLEND,TIER_1_METHOD_EQUATION,TIER_1_START_DATE,TIER_1_END_DATE,TIER_1_CO2_EMISSIONS,TIER_1_CH4_EMISSIONS,TIER_1_N2O_EMISSIONS,TIER_1_CH4_EMISSIONS_CO2E,TIER_1_N2O_EMISSIONS_CO2E,TIER_2_METHOD_EQUATION,TIER_2_START_DATE,TIER_2_END_DATE,TIER_2_HHV_DETERMIN_FREQUENCY,TIER2_HHV_DETERMIN_FREQ_OTH,TIER_2_CO2_EMISSIONS,TIER_2_CH4_EMISSIONS,TIER_2_N2O_EMISSIONS,TIER_2_CH4_EMISSIONS_CO2E,TIER_2_N2O_EMISSIONS_CO2E,TIER_3_METHOD_EQUATION,TIER_3_START_DATE,TIER_3_END_DATE,TIER3_CARBON_DETERMIN_FREQUENC,TIER3_CARBON_DETERMIN_NUM_SUB,TIER3_CARBON_DETERMIN_NUM_VALI,TIER3_MOL_DETERMIN_FREQ,TIER3_MOL_DETERMIN_FREQ_OTHER,TIER3_MOL_DETERMIN_NUMBER,TIER3_MOL_DETERMIN_NUM_VALID,TIER_3_CO2_EMISSIONS,TIER_3_CH4_EMISSIONS,TIER_3_N2O_EMISSIONS,TIER_3_CH4_EMISSIONS_CO2E,TIER_3_N2O_EMISSIONS_CO2E,PCT_HEAT_INPUT_COMBUSTED,PCT_HEAT_INPUT_COMBUSTED_IND,PCT_HEAT_INPUT_COMBUSTED_SUB
,1000961,2011,DOMTAR PAPER CO LLC HAWESVILLE MILL,No. 3 Lime Kiln,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1000961,2011,DOMTAR PAPER CO LLC HAWESVILLE MILL,No. 3 Lime Kiln,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Other (specify),Used default,24442.0,1.24,0.0,26.1,0.0,,,,,,,,,,,,,,,,,,
,1000961,2011,DOMTAR PAPER CO LLC HAWESVILLE MILL,No. 3 Lime Kiln,Petroleum Coke,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Other (specify),Used default values,0.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
,1000961,2011,DOMTAR PAPER CO LLC HAWESVILLE MILL,No. 3 Recovery Furnace,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1398.2,0.03,0.003,0.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1000961,2011,DOMTAR PAPER CO LLC HAWESVILLE MILL,No. 4 Recovery Furnace,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,6877.1,0.13,0.013,2.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001237,2011,Verso Luke LLC,Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,38226.1,1.9,0.0,39.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001237,2011,Verso Luke LLC,Lime Kiln,Petroleum Coke,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,2739.8,0.07,0.0,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001237,2011,Verso Luke LLC,Recovery Boiler #2,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,337.5,0.01,0.003,0.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001237,2011,Verso Luke LLC,Recovery Boiler #2,Distillate Fuel Oil No. 4,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,306.3,0.01,0.002,0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001237,2011,Verso Luke LLC,Recovery Boiler #2,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001237,2011,Verso Luke LLC,Recovery Boiler #3,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,774.7,0.03,0.006,0.7,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001237,2011,Verso Luke LLC,Recovery Boiler #3,Distillate Fuel Oil No. 4,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,7740.4,0.3,0.1,6.3,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001733,2011,International Paper - Red River Mill,LK (1224-06-06),Coke,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,2786.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001733,2011,International Paper - Red River Mill,LK (1224-06-06),Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,30236.0,1.5,0.0,31.5,0.0,,,,,,,,,,,,,,,,,,
,1001733,2011,International Paper - Red River Mill,RB3 (NA-41-41),Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,29564.0,0.6,0.06,12.6,18.6,,,,,,,,,,,,,,,,,,
,1001807,2011,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",D Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,61386.0,1.16,0.116,24.3,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001807,2011,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",D Lime Kiln,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,5424.0,0.22,0.043,4.6,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001807,2011,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",No. 5 Recovery Furnace,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001807,2011,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",No. 5 Recovery Furnace,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,2998.0,0.12,0.024,2.5,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001807,2011,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",No. 6 Recovery Furnace,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001807,2011,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",No. 6 Recovery Furnace,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,9370.0,0.37,0.075,7.9,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001889,2011,WOODLAND PULP LLC,Unit 02,Propane,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,271.6,0.01,0.003,0.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001889,2011,WOODLAND PULP LLC,Unit 02,Residual Fuel Oil No. 6,,,,,,,,,,,,,,,,,,,,Tier 3 (Equation C-4,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,0.0,121.0,,,,,22855.0,0.85,0.169,17.8,52.4,,,
,1001889,2011,WOODLAND PULP LLC,Unit 15,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,29402.7,1.5,0.0,31.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001889,2011,WOODLAND PULP LLC,Unit 15,Propane,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,284.8,0.01,0.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001889,2011,WOODLAND PULP LLC,Unit 15,Residual Fuel Oil No. 6,,,,,,,,,,,,,,,,,,,,Tier 3 (Equation C-4,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,0.0,121.0,,,,,14465.8,0.48,0.0,10.1,0.0,,,
,1001892,2011,"Verso Quinnesec, LLC",Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,30940.0,1.58,0.0,33.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001892,2011,"Verso Quinnesec, LLC",Lime Kiln,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,13842.5,0.5,0.0,10.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001892,2011,"Verso Quinnesec, LLC",Recovery Boiler,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1910.2,0.04,0.004,0.8,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001906,2011,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,Recovery Boiler,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,19094.5,0.76,0.15,16.0,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001995,2011,SAPPI CLOQUET LLC,EU 005,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,2490.0,0.05,0.005,1.0,1.5,,,,,,,,,,,,,,,,,,
,1001995,2011,SAPPI CLOQUET LLC,EU 033,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,42600.0,0.8,0.08,16.9,24.9,,,,,,,,,,,,,,,,,,
,1002024,2011,KIMBERLY CLARK WORLD WIDE,No 10 Recovery Boiler,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,7955.0,0.15,0.02,3.2,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002098,2011,GREEN BAY PACKAGING/ARK KRAFT,Unit 1 (Recover Boiler  SN-05A),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1740.0,0.03,0.003,0.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002098,2011,GREEN BAY PACKAGING/ARK KRAFT,Unit 2 (#2 Lime Kiln  SN-08),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,20500.0,1.04,0.0,21.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002113,2011,International Paper - Pine Hill Mill,LK1,Coke,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,17309.7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002113,2011,International Paper - Pine Hill Mill,LK1,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,22509.2,1.15,0.0,24.2,0.0,,,,,,,,,,,,,,,,,,
,1002113,2011,International Paper - Pine Hill Mill,RB1,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,6850.3,0.13,0.013,2.7,4.0,,,,,,,,,,,,,,,,,,
,1002113,2011,International Paper - Pine Hill Mill,RB1,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,2758.1,0.11,0.022,2.3,6.8,,,,,,,,,,,,,,,,,,
,1002149,2011,International Paper - Springfield Mill,#4 Kraft Recovery Furnace EU445C,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,4286.9,0.08,0.008,1.7,2.5,,,,,,,,,,,,,,,,,,
,1002149,2011,International Paper - Springfield Mill,"Lime Kilns, Combined, EU 455",Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,25751.6,1.31,,27.5,,,,,,,,,,,,,,,,,,,
,1002253,2011,LINCOLN PAPER AND TISSUE,LK,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,18413.1,0.68,0.0,14.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002253,2011,LINCOLN PAPER AND TISSUE,RB2,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,2765.8,0.11,0.022,2.3,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002272,2011,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",LK4,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,78508.0,3.0,1.0,63.0,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002272,2011,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",LK4,Used Oil,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,171.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002272,2011,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",RB4,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,9491.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002272,2011,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",RB4,Used Oil,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,24.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002272,2011,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",RB5,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,8759.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002272,2011,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",RB5,Used Oil,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,25.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002305,2011,"WESTROCK TEXAS, L.P.",No. 1 Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,13064.1,0.67,0.0,14.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002305,2011,"WESTROCK TEXAS, L.P.",No. 3 Recovery Boiler,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,2935.6,0.06,0.006,1.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002305,2011,"WESTROCK TEXAS, L.P.",No. 4 Recovery Boiler,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1088.0,0.02,0.002,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002305,2011,"WESTROCK TEXAS, L.P.",No. 7 Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,55547.7,2.83,0.0,59.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002339,2011,THILMANY MILL,10 Kraft Recovery Furnace/B10,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,2264.6,0.04,0.004,0.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002339,2011,THILMANY MILL,8 Kraft Recovery Furnace/B08,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,3455.8,0.07,0.007,1.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002339,2011,THILMANY MILL,8 Kraft Recovery Furnace/B08,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,171.3,0.01,0.004,0.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002339,2011,THILMANY MILL,Kraft Lime Kiln/P12,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,8813.2,0.17,0.017,3.6,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002339,2011,THILMANY MILL,Kraft Lime Kiln/P12,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,4428.1,0.18,0.094,3.8,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002708,2011,CLEARWATER PAPER CORP-CYPRESS BEND MILL,#1 Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,16873.2,0.32,0.032,6.7,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002708,2011,CLEARWATER PAPER CORP-CYPRESS BEND MILL,#1 Recovery Boiler,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,5252.2,0.1,0.01,2.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002733,2011,"Brunswick Cellulose, Inc.",L537,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,60588.0,3.09,0.0,64.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002733,2011,"Brunswick Cellulose, Inc.",L537,Propane Gas,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002733,2011,"Brunswick Cellulose, Inc.",L537,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,2877.0,0.1,0.0,2.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002733,2011,"Brunswick Cellulose, Inc.",R401,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,346.0,0.01,0.001,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002733,2011,"Brunswick Cellulose, Inc.",R401,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,7450.0,0.3,0.06,6.3,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002733,2011,"Brunswick Cellulose, Inc.",R407,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,3033.0,0.12,0.025,2.5,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002733,2011,"Brunswick Cellulose, Inc.",R407,Propane Gas,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002823,2011,GEORGIA-PACIFIC CEDAR SPRINGS LLC,No. 1 Lime Kiln (L600),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,23107.1,1.18,0.0,24.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002823,2011,GEORGIA-PACIFIC CEDAR SPRINGS LLC,No. 1 Lime Kiln (L600),Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,8942.6,0.32,0.0,6.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002823,2011,GEORGIA-PACIFIC CEDAR SPRINGS LLC,No. 1 Recovery Furnace (R400),Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,2494.6,0.1,0.02,2.1,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002823,2011,GEORGIA-PACIFIC CEDAR SPRINGS LLC,No. 2 Lime Kiln (L601),Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,20363.0,1.04,0.0,21.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002823,2011,GEORGIA-PACIFIC CEDAR SPRINGS LLC,No. 2 Lime Kiln (L601),Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,11895.0,0.43,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002823,2011,GEORGIA-PACIFIC CEDAR SPRINGS LLC,No. 2 Recovery Furnace (R401),Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1947.5,0.08,0.016,1.7,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002823,2011,GEORGIA-PACIFIC CEDAR SPRINGS LLC,No. 3 Recovery Furnace (R402),Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,39274.0,1.57,0.314,33.0,97.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002846,2011,"Hood Container of Louisiana, LLC",Lime Kiln,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,17942.0,0.87,0.032,18.3,9.9,,,,,,,,,,,,,,,,,,
,1002846,2011,"Hood Container of Louisiana, LLC",Recovery Furnace,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,11968.0,0.23,0.02,4.8,6.2,,,,,,,,,,,,,,,,,,
,1002893,2011,BOISE PAPER,Lime Kiln,Lubricants,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002893,2011,BOISE PAPER,Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,28062.0,0.53,0.053,11.1,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002893,2011,BOISE PAPER,No. 2 Recovery Furnace,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,9438.0,0.18,0.018,3.8,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002893,2011,BOISE PAPER,No. 3 Recovery Furnace,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,3407.0,0.06,0.006,1.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002963,2011,BOISE WHITE PAPER MILL,Z003,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,21253.0,1.08,0.04,22.7,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002963,2011,BOISE WHITE PAPER MILL,Z003,Petroleum Coke,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,857.0,0.03,0.005,0.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1002963,2011,BOISE WHITE PAPER MILL,Z011,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,646.0,0.03,0.005,0.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003048,2011,SAPPI FINE PAPER (S.D. WARREN ) MILL,Lime Kiln,,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,52028.6,1.87,0.0,39.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003048,2011,SAPPI FINE PAPER (S.D. WARREN ) MILL,Recovery Boiler,,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,9541.0,0.38,0.076,8.0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003280,2011,PACKAGING CORP. OF AMERICA,6063,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,27802.9,1.34,0.0,28.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003280,2011,PACKAGING CORP. OF AMERICA,6063,,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,385.0,0.01,0.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003280,2011,PACKAGING CORP. OF AMERICA,7000,,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1197.3,0.05,0.01,1.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003280,2011,PACKAGING CORP. OF AMERICA,7010,,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1197.3,0.05,0.01,1.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003280,2011,PACKAGING CORP. OF AMERICA,7020,,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1596.4,0.07,0.013,1.4,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003280,2011,PACKAGING CORP. OF AMERICA,7040,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,5205.7,0.1,0.01,2.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003320,2011,Verso Escanaba LLC,EULK29,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,32400.0,1.65,0.0,34.7,0.0,,,,,,,,,,,,,,,,,,
,1003320,2011,Verso Escanaba LLC,EULK29,Residual Fuel Oil No. 6,,,,,,,,,,,,,,,,,,,,Tier 3 (Equation C-4,2011-01-01-00:0,2011-12-31-00:0,Monthly,0.0,12.0,,,,,0.0,0.0,0.0,0.0,0.0,,,
,1003320,2011,Verso Escanaba LLC,EURF15,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,3230.0,0.06,0.01,1.3,3.1,,,,,,,,,,,,,,,,,,
,1003320,2011,Verso Escanaba LLC,EURF15,Residual Fuel Oil No. 6,,,,,,,,,,,,,,,,,,,,Tier 3 (Equation C-4,2011-01-01-00:0,2011-12-31-00:0,Monthly,0.0,12.0,,,,,5090.0,0.19,0.04,4.0,12.4,,,
