FACILITY_NAME,FACILITY_ID,REPORTING_YEAR,INDUSTRY_SEGMENT,BASIN_ASSOCIATED_WITH_FACILITY,REPORTING_CATEGORY,TOTAL_REPORTED_CO2_EMISSIONS,TOTAL_REPORTED_CH4_EMISSIONS,TOTAL_REPORTED_N2O_EMISSIONS,BAMM_INDICATOR_SOURCE_SUMMARY,BAMM_DESC_SOURCE_SUMMARY
Berry Petroleum Company - East Texas Basin 260,1008442,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryHydrocarbonLiquidsDissolvedDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - East Texas Basin 260,1008442,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryInjectionPumpBlowdownDetails,0.0,0.0,0.0,,
Berry Petroleum Company - East Texas Basin 260,1008442,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,FlareStacksDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - East Texas Basin 260,1008442,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,NaturalGasDrivenPneumaticPumpsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - East Texas Basin 260,1008442,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,OtherEmissionsFromEquipmentLeaksDetails,19.7,253.419048,0.0,No,
Berry Petroleum Company - East Texas Basin 260,1008442,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,PneumaticDeviceVentingDetails,86.1,1072.914284,0.0,No,
Berry Petroleum Company - East Texas Basin 260,1008442,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,ReciprocatingCompressorsDetails,0.0,0.180952,0.0,No,
Berry Petroleum Company - East Texas Basin 260,1008442,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellCompletionsWorkoversDetails,4.8,65.061904,0.0,Yes,"An estimated volume was used for equation W10-B. If the sub-basin analysis was not available, the basin analysis was used instead.  Event counts based on best available data received from operations for 2011."
Berry Petroleum Company - East Texas Basin 260,1008442,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellTestingDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - East Texas Basin 260,1008442,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellVentingDetails,1.3,16.557144,0.0,Yes,"Pressure, duration, and frequencies were estimated based on best available data if not available. If the sub-basin analysis was not available the basin average was used."
Berry Petroleum Company - Los Angeles Basin 760,1008164,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AcidGasRemovalUnitsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Los Angeles Basin 760,1008164,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AssociatedGasVentingFlaringDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Los Angeles Basin 760,1008164,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AtmosphericTanksDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Los Angeles Basin 760,1008164,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CentrifugalCompressorsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Los Angeles Basin 760,1008164,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CombustionEmissionsDetails,72154.0,0.05238,0.0003224832,Yes,Diesel usage based on best available data provided by operations in 2011.
Berry Petroleum Company - Los Angeles Basin 760,1008164,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,DehydratorsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Los Angeles Basin 760,1008164,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryHydrocarbonLiquidsDissolvedDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Los Angeles Basin 760,1008164,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryInjectionPumpBlowdownDetails,0.0,0.0,0.0,,
Berry Petroleum Company - Los Angeles Basin 760,1008164,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,FlareStacksDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Los Angeles Basin 760,1008164,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,NaturalGasDrivenPneumaticPumpsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Los Angeles Basin 760,1008164,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,OtherEmissionsFromEquipmentLeaksDetails,1.9,0.642856,0.0,Yes,Values based on best available data for major equipment counts. It was assumed one header for every wellhead.
Berry Petroleum Company - Los Angeles Basin 760,1008164,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,PneumaticDeviceVentingDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Los Angeles Basin 760,1008164,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,ReciprocatingCompressorsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Los Angeles Basin 760,1008164,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellCompletionsWorkoversDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Los Angeles Basin 760,1008164,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellTestingDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Los Angeles Basin 760,1008164,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellVentingDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Permian Basin 430,1008166,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AcidGasRemovalUnitsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Permian Basin 430,1008166,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AssociatedGasVentingFlaringDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Permian Basin 430,1008166,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AtmosphericTanksDetails,861.4,221.076192,0.0009677852,Yes,Separator throughput based upon best available data. If a control was present it was assumed to operate all year in 2011.
Berry Petroleum Company - Permian Basin 430,1008166,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CentrifugalCompressorsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Permian Basin 430,1008166,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CombustionEmissionsDetails,12335.2,0.5,0.1,Yes,Diesel usage and equipment counts based upon company records and equipment runtimes for 2011.
Berry Petroleum Company - Permian Basin 430,1008166,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,DehydratorsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Permian Basin 430,1008166,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryHydrocarbonLiquidsDissolvedDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Permian Basin 430,1008166,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryInjectionPumpBlowdownDetails,0.0,0.0,0.0,,
Berry Petroleum Company - Permian Basin 430,1008166,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,FlareStacksDetails,11395.1,52.3,0.0209677852,Yes,Throughput estimated for all of 2011 based on well production and typical operation setup.
Berry Petroleum Company - Permian Basin 430,1008166,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,NaturalGasDrivenPneumaticPumpsDetails,5.3,95.123808,0.0,No,
Berry Petroleum Company - Permian Basin 430,1008166,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,OtherEmissionsFromEquipmentLeaksDetails,1.1,30.328572,0.0,No,
Berry Petroleum Company - Permian Basin 430,1008166,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,PneumaticDeviceVentingDetails,9.6,313.323808,0.0,No,
Berry Petroleum Company - Permian Basin 430,1008166,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,ReciprocatingCompressorsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Permian Basin 430,1008166,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellCompletionsWorkoversDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Permian Basin 430,1008166,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellTestingDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Permian Basin 430,1008166,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellVentingDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - San Joaquin Basin 745,1008163,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AcidGasRemovalUnitsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - San Joaquin Basin 745,1008163,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AssociatedGasVentingFlaringDetails,12.5,2.414284,0.0,No,
Berry Petroleum Company - San Joaquin Basin 745,1008163,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AtmosphericTanksDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - San Joaquin Basin 745,1008163,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CentrifugalCompressorsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - San Joaquin Basin 745,1008163,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CombustionEmissionsDetails,662290.5,0.69524,0.0290322148,Yes,Diesel usage based on best available data provided by operations in 2011.
Berry Petroleum Company - San Joaquin Basin 745,1008163,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,DehydratorsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - San Joaquin Basin 745,1008163,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryHydrocarbonLiquidsDissolvedDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - San Joaquin Basin 745,1008163,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryInjectionPumpBlowdownDetails,0.0,0.0,0.0,,
Berry Petroleum Company - San Joaquin Basin 745,1008163,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,FlareStacksDetails,48.3,0.014284,0.0,No,
Berry Petroleum Company - San Joaquin Basin 745,1008163,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,NaturalGasDrivenPneumaticPumpsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - San Joaquin Basin 745,1008163,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,OtherEmissionsFromEquipmentLeaksDetails,11.3,3.166668,0.0,Yes,Values based on best available data for major equipment counts. It was assumed one header for every wellhead.
Berry Petroleum Company - San Joaquin Basin 745,1008163,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,PneumaticDeviceVentingDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - San Joaquin Basin 745,1008163,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,ReciprocatingCompressorsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - San Joaquin Basin 745,1008163,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellCompletionsWorkoversDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - San Joaquin Basin 745,1008163,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellTestingDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - San Joaquin Basin 745,1008163,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellVentingDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Uinta Basin 575,1008167,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AcidGasRemovalUnitsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Uinta Basin 575,1008167,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AssociatedGasVentingFlaringDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Uinta Basin 575,1008167,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AtmosphericTanksDetails,36.9,131.780952,0.0,Yes,Separator throughput based upon best available data. If a control was present it was assumed to operate all year in 2011.
Berry Petroleum Company - Uinta Basin 575,1008167,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CentrifugalCompressorsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Uinta Basin 575,1008167,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CombustionEmissionsDetails,1517.6,0.509524,0.0096775168,Yes,Diesel usage and equipment counts based upon company records and equipment runtimes for 2011.
Berry Petroleum Company - Uinta Basin 575,1008167,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,DehydratorsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Uinta Basin 575,1008167,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryHydrocarbonLiquidsDissolvedDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Uinta Basin 575,1008167,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryInjectionPumpBlowdownDetails,0.0,0.0,0.0,,
Berry Petroleum Company - Uinta Basin 575,1008167,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,FlareStacksDetails,4168.4,20.0,0.0074194631,Yes,Throughput estimated for all of 2011 based on well production and typical operation setup. 
Berry Petroleum Company - Uinta Basin 575,1008167,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,NaturalGasDrivenPneumaticPumpsDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Uinta Basin 575,1008167,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,OtherEmissionsFromEquipmentLeaksDetails,0.3,216.628572,0.0,No,
Berry Petroleum Company - Uinta Basin 575,1008167,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,PneumaticDeviceVentingDetails,0.0,2728.30476,0.0,No,
Berry Petroleum Company - Uinta Basin 575,1008167,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,ReciprocatingCompressorsDetails,0.0,0.180952,0.0,No,
Berry Petroleum Company - Uinta Basin 575,1008167,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellCompletionsWorkoversDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Uinta Basin 575,1008167,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellTestingDetails,0.0,0.0,0.0,No,
Berry Petroleum Company - Uinta Basin 575,1008167,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellVentingDetails,0.0,0.0,0.0,No,
Bertrand Compressor Station,1002444,2011,Onshore natural gas transmission compression [98.230(a)(4)], ,BlowdownVentStacksDetails,4.9,139.261904,0.0,Yes,40 CFR 98.233(i) & 236(c)(3) Blowdown vent stacks.  Reported data consists of all blowdowns occurring at the facility regardless of size of blowdown chamber or if initiated by human interference
Bertrand Compressor Station,1002444,2011,Onshore natural gas transmission compression [98.230(a)(4)], ,CentrifugalCompressorsDetails,0.0,0.0,0.0,No,
Bertrand Compressor Station,1002444,2011,Onshore natural gas transmission compression [98.230(a)(4)], ,OtherEmissionsFromEquipmentLeaksDetails,0.0,0.919048,0.0,No,
Bertrand Compressor Station,1002444,2011,Onshore natural gas transmission compression [98.230(a)(4)], ,PneumaticDeviceVentingDetails,0.0,0.0,0.0,No,
Bertrand Compressor Station,1002444,2011,Onshore natural gas transmission compression [98.230(a)(4)], ,ReciprocatingCompressorsDetails,9.9,346.257144,0.0,No,
Bertrand Compressor Station,1002444,2011,Onshore natural gas transmission compression [98.230(a)(4)], ,TransmissionTanksDetails,0.4,10.409524,0.0,No,
BETA OCS PARCELS,1004613,2011,Offshore petroleum and natural gas production [98.230(a)(1)], ,OffshoreEmissionsDetails,1075.2,399.457144,0.0190322148,No,
Bethel Compressor Station,1008964,2011,Onshore natural gas transmission compression [98.230(a)(4)], ,BlowdownVentStacksDetails,1.2,41.038096,0.0,No,
Bethel Compressor Station,1008964,2011,Onshore natural gas transmission compression [98.230(a)(4)], ,CentrifugalCompressorsDetails,19.3,670.271428,0.0,Yes,Isolation valve venting measurement for one compressor (799) in not operating mode was calculated using the Reporter Emission Factor due to issues with installing a sampling port on the vent pipe.
Bethel Compressor Station,1008964,2011,Onshore natural gas transmission compression [98.230(a)(4)], ,OtherEmissionsFromEquipmentLeaksDetails,0.1,2.257144,0.0,No,
Bethel Compressor Station,1008964,2011,Onshore natural gas transmission compression [98.230(a)(4)], ,PneumaticDeviceVentingDetails,1.4,44.009524,0.0,No,
Bethel Compressor Station,1008964,2011,Onshore natural gas transmission compression [98.230(a)(4)], ,ReciprocatingCompressorsDetails,0.0,0.0,0.0,No,
Bethel Compressor Station,1008964,2011,Onshore natural gas transmission compression [98.230(a)(4)], ,TransmissionTanksDetails,0.0,0.0,0.0,No,
Bethel Gas Treating Facility,1002298,2011,Onshore natural gas processing [98.230(a)(3)], ,AcidGasRemovalUnitsDetails,23009.5,0.0,0.0,Yes,"Acid gas removal (AGR) vents - 98.234(f)(3): Annual volume of natural gas flowing into the unit, acf/yr- Existing company records may not reflect the level of QA/QC required by the regulation.- Annual average based from metered data. Acid gas removal (AGR) vents - 98.234(f)(5)(iv): Pressure of the outlet gas at actual conditions (psia)- Existing company records may not reflect the level of QA/QC required by the regulation.- Parameters were metered in standard units. Acid gas removal (AGR) vents - 98.234(f)(5)(iv): Temperature of the outlet gas at actual conditions (deg F)- Existing company records may not reflect the level of QA/QC required by the regulation.- Parameters were metered in standard units. Acid gas removal (AGR) vents - 98.234(f)(4): Volume fraction CO2 in gas in (Quarterly)- Existing company records may not reflect the level of QA/QC required by the regulation.- Annual average based from metered data. Acid gas removal (AGR) vents - 98.234(f)(4): Volume fraction CO2 in gas out (Quarterly)- Existing company records may not reflect the level of QA/QC required by the regulation.- Annual average based from metered data. "
Bethel Gas Treating Facility,1002298,2011,Onshore natural gas processing [98.230(a)(3)], ,BlowdownVentStacksDetails,0.0,0.0,0.0,No,
Bethel Gas Treating Facility,1002298,2011,Onshore natural gas processing [98.230(a)(3)], ,CentrifugalCompressorsDetails,0.0,0.0,0.0,No,
Bethel Gas Treating Facility,1002298,2011,Onshore natural gas processing [98.230(a)(3)], ,DehydratorsDetails,943.9,6.638096,0.0022580537,Yes,Dehydrator vents - 98.234(f)(5)(iv): Absorbent circulation rate- GlyCalc outputs represent permit levels and not actual conditions for 2011.  Company records were used to estimate emissions.      Dehydrator vents - 98.234(f)(3): Feed natural gas flow rate- GlyCalc outputs represent permit levels and not actual conditions for 2011.     - Company records were used to estimate emissions.      Dehydrator vents - 98.234(f)(5)(iv): Feed natural gas water content- GlyCalc outputs represent permit levels and not actual conditions for 2011.     - Company records were used to estimate emissions.      Dehydrator vents - 98.234(f)(3): Hours operated- GlyCalc outputs represent permit levels and not actual conditions for 2011.     - Company records were used to estimate emissions.      Dehydrator vents - 98.234(f)(5)(iv): Outlet natural gas water content- GlyCalc outputs represent permit levels and not actual conditions for 2011.     - Company records were used to estimate emissions.      Dehydrator vents - 98.234(f)(5)(iv): Percent of emissions sent to flare- One hundred percent of emissions are routed to the flare.     - Company records and engineering were used to estimate emissions.      Dehydrator vents - 98.234(f)(5)(iv): Wet natural gas composition- GlyCalc outputs represent permit levels and not actual conditions for 2011.     - Company records were used to estimate emissions.      Dehydrator vents - 98.234(f)(5)(iv): Wet natural gas pressure- GlyCalc outputs represent permit levels and not actual conditions for 2011.     - Company records were used to estimate emissions.      Dehydrator vents - 98.234(f)(5)(iv): Wet natural gas temperature- GlyCalc outputs represent permit levels and not actual conditions for 2011.     - Company records were used to estimate emissions.      
Bethel Gas Treating Facility,1002298,2011,Onshore natural gas processing [98.230(a)(3)], ,FlareStacksDetails,4.1,0.028572,0.0048385906,Yes,"Flare stack emissions - 98.234(f)(5)(iv): Mole fraction of butane- Existing company records may not reflect the level of QA/QC required by the regulation.- Annual average based from metered data. Flare stack emissions - 98.234(f)(5)(iv): Mole fraction of CH4 in gas sent to flare- Existing company records may not reflect the level of QA/QC required by the regulation.- Annual average based from metered data. Flare stack emissions - 98.234(f)(5)(iv): Mole fraction of CO2 in gas sent to flare- Existing company records may not reflect the level of QA/QC required by the regulation.- Annual average based from metered data. Flare stack emissions - 98.234(f)(5)(iv): Mole fraction of ethane- Existing company records may not reflect the level of QA/QC required by the regulation.- Annual average based from metered data. Flare stack emissions - 98.234(f)(5)(iv): Mole fraction of methane- Existing company records may not reflect the level of QA/QC required by the regulation.- Annual average based from metered data. Flare stack emissions - 98.234(f)(5)(iv): Mole fraction of pentanes plus- Existing company records may not reflect the level of QA/QC required by the regulation.- Annual average based from metered data. Flare stack emissions - 98.234(f)(5)(iv): Mole fraction of propane,- Existing company records may not reflect the level of QA/QC required by the regulation.- Annual average based from metered data. Flare stack emissions - 98.234(f)(5)(iv): Pressure of the outlet gas at actual conditions (psia)- Existing company records may not reflect the level of QA/QC required by the regulation.- Annual average based from metered data. Flare stack emissions - 98.234(f)(5)(iv): Temperature of the outlet gas at actual conditions (deg F)- Existing company records may not reflect the level of"
Bethel Gas Treating Facility,1002298,2011,Onshore natural gas processing [98.230(a)(3)], ,OtherEmissionsFromEquipmentLeaksDetails,0.0,0.0,0.0,Yes,Leak detection and leaker emission factors - 98.234(f)(4): Annual Leak Detection- QA/QC may not be to the level specific in rule. - A Leak Survey was performed on 11/28/2011 and 11/29/2011. These results were applied to estimate emissions. Leak detection and leaker emission factors - 98.234(f)(5)(iv): Concentration of CH4 in feed gas- QA/QC may not be to the level specific in rule. - A Leak Survey was performed on 11/28/2011 and 11/29/2011. These results were applied to estimate emissions. Leak detection and leaker emission factors - 98.234(f)(5)(iv): Concentration of CO2 in feed gas- QA/QC may not be to the level specific in rule. - A Leak Survey was performed on 11/28/2011 and 11/29/2011. These results were applied to estimate emissions. Leak detection and leaker emission factors - 98.234(f)(5)(iv): Number of Leaking Components - Compressors Connector- QA/QC may not be to the level specific in rule. - A Leak Survey was performed on 11/28/2011 and 11/29/2011. These results were applied to estimate emissions. Leak detection and leaker emission factors - 98.234(f)(5)(iv): Number of Leaking Components - Compressors Meter- QA/QC may not be to the level specific in rule. - A Leak Survey was performed on 11/28/2011 and 11/29/2011. These results were applied to estimate emissions. Leak detection and leaker emission factors - 98.234(f)(5)(iv): Number of Leaking Components - Compressors Open-ended line- QA/QC may not be to the level specific in rule. - A Leak Survey was performed on 11/28/2011 and 11/29/2011. These results were applied to estimate emissions. Leak detection and leaker emission factors - 98.234(f)(5)(iv): Number of Leaking Components - Compressors Pressure relief valve- QA/QC may not be to the level specific in rule. - A Leak Survey was performed on 11/28/2011 an
Bethel Gas Treating Facility,1002298,2011,Onshore natural gas processing [98.230(a)(3)], ,ReciprocatingCompressorsDetails,0.0,0.0,0.0,No,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AcidGasRemovalUnitsDetails,0.0,0.0,0.0,No,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AssociatedGasVentingFlaringDetails,0.0,0.0,0.0,No,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AtmosphericTanksDetails,0.0,0.0,0.0,No,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CentrifugalCompressorsDetails,0.0,0.0,0.0,No,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CombustionEmissionsDetails,105003.9,63.842856,0.65,No,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,DehydratorsDetails,0.0,0.0,0.0,No,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryHydrocarbonLiquidsDissolvedDetails,0.0,0.0,0.0,No,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryInjectionPumpBlowdownDetails,0.0,0.0,0.0,,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,FlareStacksDetails,0.0,0.0,0.0,No,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,NaturalGasDrivenPneumaticPumpsDetails,0.1,2.138096,0.0,No,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,OtherEmissionsFromEquipmentLeaksDetails,90.3,1362.057144,0.0,No,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,PneumaticDeviceVentingDetails,12.0,181.390476,0.0,No,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,ReciprocatingCompressorsDetails,2.4,15.471428,0.0,No,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellCompletionsWorkoversDetails,11482.0,80.857144,0.0229033557,No,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellTestingDetails,0.0,0.0,0.0,No,
"BHP Billiton Arkoma Basin, AAPG Basin 345",1008588,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,WellVentingDetails,45.4841279,632.909524,0.0,No,
"BHP Billiton Petrohawk Arkla Basin, AAPG Basin 230",1008492,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AcidGasRemovalUnitsDetails,0.0,0.0,0.0,No,
"BHP Billiton Petrohawk Arkla Basin, AAPG Basin 230",1008492,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AssociatedGasVentingFlaringDetails,0.0,0.0,0.0,No,
"BHP Billiton Petrohawk Arkla Basin, AAPG Basin 230",1008492,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,AtmosphericTanksDetails,115.4,343.238096,0.0,Yes,Separator Pressure and Temperature and API Gravity: Sub-Basin averages of the seprator temperature pressure and temperature were used for those separators for which this information could not be determined based on engineering estimate and process knowledge. Number of wellhead separators:  Company records and best available informattion was used to determine the number and location of wellhead separators. 
"BHP Billiton Petrohawk Arkla Basin, AAPG Basin 230",1008492,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CentrifugalCompressorsDetails,0.0,0.0,0.0,No,
"BHP Billiton Petrohawk Arkla Basin, AAPG Basin 230",1008492,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,CombustionEmissionsDetails,156482.0,71.95238,1.0435483221,Yes,Company records and best available data was used to estimate the total  count of external and internal combustion equipment and the amount of fuel burned.
"BHP Billiton Petrohawk Arkla Basin, AAPG Basin 230",1008492,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,DehydratorsDetails,63.6,0.290476,0.0003224832,No,
"BHP Billiton Petrohawk Arkla Basin, AAPG Basin 230",1008492,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryHydrocarbonLiquidsDissolvedDetails,0.0,0.0,0.0,No,
"BHP Billiton Petrohawk Arkla Basin, AAPG Basin 230",1008492,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,EnhancedOilRecoveryInjectionPumpBlowdownDetails,0.0,0.0,0.0,,
"BHP Billiton Petrohawk Arkla Basin, AAPG Basin 230",1008492,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,FlareStacksDetails,7.0,0.066668,0.0,No,
"BHP Billiton Petrohawk Arkla Basin, AAPG Basin 230",1008492,2011,Onshore petroleum and natural gas production [98.230(a)(2)], ,NaturalGasDrivenPneumaticPumpsDetails,10.2,730.423808,0.0,Yes,Engineering estimate was used to determine total number of pneumatic pumps.
