GHGAS_LINEAR_CHEMICAL_FORMULA,FACILITY_ID,OTHER_GHGAS_LINEAR_CHEMFORM,GROUP_OF_FLUORINATED_GHG,OTHER_GHGAS_CAS_REGISTRY_NUM,OTHERGHGASNAME,GHGASNAME,REPORTING_YEAR,FACILITY_NAME,GHGASQUANTITY,GHGAS_CAS_REGISTRY_NUMBER
CF4,1008930,,,,,PFC-14 (Perfluoromethane),2017,LA Semiconductor,0.6557,75-73-0
CF4,1009361,,,,,PFC-14 (Perfluoromethane),2017,WaferTech LLC,2.8587,75-73-0
CF4,1009556,,,,,PFC-14 (Perfluoromethane),2017,Texas Instruments- Lehi Fab,16.5621,75-73-0
CF4,1009580,,,,,PFC-14 (Perfluoromethane),2017,Fairchild Semiconductor,0.538,75-73-0
CF4,1009581,,,,,PFC-14 (Perfluoromethane),2017,Diodes US Manufacturing Incorporated,0.7561,75-73-0
CF4,1009606,,,,,PFC-14 (Perfluoromethane),2017,INTEL CORPORATION ALOHA CAMPUS,0.385,75-73-0
CF4,1009735,,,,,PFC-14 (Perfluoromethane),2017,"Skyworks Solutions, Inc.",0.5887,75-73-0
CF4,1009738,,,,,PFC-14 (Perfluoromethane),2017,X-FAB Texas Inc.,2.128,75-73-0
CF4,1009792,,,,,PFC-14 (Perfluoromethane),2017,Microchip Technology,7.1743,75-73-0
CF4,1009805,,,,,PFC-14 (Perfluoromethane),2017,"Micron Technology, Inc.",12.5745,75-73-0
CF4,1009807,,,,,PFC-14 (Perfluoromethane),2017,Polar Semiconductor LLC,2.5707,75-73-0
CF4,1009872,,,,,PFC-14 (Perfluoromethane),2017,Samsung Austin Semiconductor,35.658,75-73-0
CF4,1009928,,,,,PFC-14 (Perfluoromethane),2017,TSI SEMICONDUCTORS LLC,1.883,75-73-0
CF4,1009951,,,,,PFC-14 (Perfluoromethane),2017,Infineon Technologies Americas Corp,0.5828,75-73-0
CF4,1009982,,,,,PFC-14 (Perfluoromethane),2017,Analog Devices Inc,1.066,75-73-0
CF4,1010005,,,,,PFC-14 (Perfluoromethane),2017,Tower Semiconductor,1.0116,75-73-0
CF4,1010033,,,,,PFC-14 (Perfluoromethane),2017,QORVO,0.1102,75-73-0
CF4,1010066,,,,,PFC-14 (Perfluoromethane),2017,NXP Semiconductors - EB site,5.8843,75-73-0
CF4,1010067,,,,,PFC-14 (Perfluoromethane),2017,NXP Semiconductors - OH site,7.2887,75-73-0
CF4,1010083,,,,,PFC-14 (Perfluoromethane),2017,NXP Semiconductors Chandler Site,4.4999,75-73-0
CF4,1010134,,,,,PFC-14 (Perfluoromethane),2017,Texas Instruments - Sherman,3.805,75-73-0
CF4,1010139,,,,,PFC-14 (Perfluoromethane),2017,Newport Fab LLC (dba TowerJazz),1.6934,75-73-0
CF4,1010141,,,,,PFC-14 (Perfluoromethane),2017,Cypress Semiconductor,3.801,75-73-0
CF4,1010208,,,,,PFC-14 (Perfluoromethane),2017,Texas Instruments Incorporated - Maine Fab,6.1282,75-73-0
CF4,1010241,,,,,PFC-14 (Perfluoromethane),2017,Honeywell Aerospace - Plymouth,0.1617,75-73-0
CF4,1010254,,,,,PFC-14 (Perfluoromethane),2017,"Qorvo US, Inc.",1.1747,75-73-0
CF4,1010579,,,,,PFC-14 (Perfluoromethane),2017,General Motors Components Holdings LLC,0.2673,75-73-0
CF4,1010586,,,,,PFC-14 (Perfluoromethane),2017,GLOBALFOUNDRIES U.S. Inc. Fab 8,8.0524,75-73-0
CF4,1011813,,,,,PFC-14 (Perfluoromethane),2017,Qorvo Texas LLC,0.8936,75-73-0
CF4,1011826,,,,,PFC-14 (Perfluoromethane),2017,"Diodes Fabtech, Inc",0.0095,75-73-0
CF4,1011887,,,,,PFC-14 (Perfluoromethane),2017,Renesas Electronics America Inc.,0.2347,75-73-0
CF4,1012448,,,,,PFC-14 (Perfluoromethane),2017,Wolfspeed RTP,0.6789,75-73-0
CF4,1012992,,,,,PFC-14 (Perfluoromethane),2017,Aptina LLC,0.0009,75-73-0
CH2F2,1003726,,,,,HFC-32,2017,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.0012,75-10-5
CH2F2,1003945,,,,,HFC-32,2017,TEXAS INSTRUMENTS NORTH CAMPUS,0.0174,75-10-5
CH2F2,1003997,,,,,HFC-32,2017,INTEL CORPORATION - RIO RANCHO FACILITY,0.014,75-10-5
CH2F2,1004006,,,,,HFC-32,2017,INTEL CORPORATION RONLER ACRES CAMPUS,0.043,75-10-5
CH2F2,1004300,,,,,HFC-32,2017,Onsemi East Fishkill Facility,0.0008,75-10-5
CH2F2,1004325,,,,,HFC-32,2017,"MICRON TECHNOLOGY, INC.",0.034,75-10-5
CH2F2,1004371,,,,,HFC-32,2017,INTEL CORPORATION - Ocotillo Campus,0.087,75-10-5
CH2F2,1004883,,,,,HFC-32,2017,MICROCHIP TECHNOLOGY INC,0.004,75-10-5
CH2F2,1008059,,,,,HFC-32,2017,Texas Instruments Richardson,0.0056,75-10-5
CH2F2,1009361,,,,,HFC-32,2017,WaferTech LLC,0.0059,75-10-5
CH2F2,1009556,,,,,HFC-32,2017,Texas Instruments- Lehi Fab,0.3184,75-10-5
CH2F2,1009606,,,,,HFC-32,2017,INTEL CORPORATION ALOHA CAMPUS,0.001,75-10-5
CH2F2,1009792,,,,,HFC-32,2017,Microchip Technology,0.019,75-10-5
CH2F2,1009805,,,,,HFC-32,2017,"Micron Technology, Inc.",0.2193,75-10-5
CH2F2,1009872,,,,,HFC-32,2017,Samsung Austin Semiconductor,0.317,75-10-5
CH2F2,1009928,,,,,HFC-32,2017,TSI SEMICONDUCTORS LLC,0.002,75-10-5
CH2F2,1010005,,,,,HFC-32,2017,Tower Semiconductor,0.0004,75-10-5
CH2F2,1010066,,,,,HFC-32,2017,NXP Semiconductors - EB site,0.004,75-10-5
CH2F2,1010083,,,,,HFC-32,2017,NXP Semiconductors Chandler Site,0.0005,75-10-5
CH2F2,1010586,,,,,HFC-32,2017,GLOBALFOUNDRIES U.S. Inc. Fab 8,0.0031,75-10-5
CH2F2,1012992,,,,,HFC-32,2017,Aptina LLC,0.0,75-10-5
CH2FCF3,1000354,,,,,HFC-134a,2017,SKYWATER TECHNOLOGY INC,0.0159,811-97-2
CH2FCF3,1004325,,,,,HFC-134a,2017,"MICRON TECHNOLOGY, INC.",0.8585,811-97-2
CH2FCF3,1009738,,,,,HFC-134a,2017,X-FAB Texas Inc.,0.0004,811-97-2
CH2FCF3,1009872,,,,,HFC-134a,2017,Samsung Austin Semiconductor,0.025,811-97-2
CH3F,1000354,,,,,HFC-41,2017,SKYWATER TECHNOLOGY INC,0.0049,593-53-3
CH3F,1003726,,,,,HFC-41,2017,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.0118,593-53-3
CH3F,1003945,,,,,HFC-41,2017,TEXAS INSTRUMENTS NORTH CAMPUS,0.0171,593-53-3
CH3F,1003997,,,,,HFC-41,2017,INTEL CORPORATION - RIO RANCHO FACILITY,0.025,593-53-3
CH3F,1004006,,,,,HFC-41,2017,INTEL CORPORATION RONLER ACRES CAMPUS,0.269,593-53-3
CH3F,1004300,,,,,HFC-41,2017,Onsemi East Fishkill Facility,0.0028,593-53-3
CH3F,1004325,,,,,HFC-41,2017,"MICRON TECHNOLOGY, INC.",0.0003,593-53-3
CH3F,1004371,,,,,HFC-41,2017,INTEL CORPORATION - Ocotillo Campus,0.268,593-53-3
CH3F,1008059,,,,,HFC-41,2017,Texas Instruments Richardson,0.0204,593-53-3
CH3F,1009361,,,,,HFC-41,2017,WaferTech LLC,0.0127,593-53-3
CH3F,1009556,,,,,HFC-41,2017,Texas Instruments- Lehi Fab,0.2526,593-53-3
CH3F,1009606,,,,,HFC-41,2017,INTEL CORPORATION ALOHA CAMPUS,0.007,593-53-3
CH3F,1009805,,,,,HFC-41,2017,"Micron Technology, Inc.",0.1966,593-53-3
CH3F,1009872,,,,,HFC-41,2017,Samsung Austin Semiconductor,1.017,593-53-3
CH3F,1010005,,,,,HFC-41,2017,Tower Semiconductor,0.007,593-53-3
CH3F,1010066,,,,,HFC-41,2017,NXP Semiconductors - EB site,0.0172,593-53-3
CH3F,1010083,,,,,HFC-41,2017,NXP Semiconductors Chandler Site,0.0127,593-53-3
CH3F,1010141,,,,,HFC-41,2017,Cypress Semiconductor,0.077,593-53-3
CH3F,1010208,,,,,HFC-41,2017,Texas Instruments Incorporated - Maine Fab,0.0013,593-53-3
CH3F,1010586,,,,,HFC-41,2017,GLOBALFOUNDRIES U.S. Inc. Fab 8,0.0143,593-53-3
CHF2CH2CF3,1004325,,,,,HFC-245fa,2017,"MICRON TECHNOLOGY, INC.",0.1416,460-73-1
CHF3,1000354,,,,,HFC-23,2017,SKYWATER TECHNOLOGY INC,0.591,75-46-7
CHF3,1003726,,,,,HFC-23,2017,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,1.3756,75-46-7
CHF3,1003759,,,,,HFC-23,2017,"Analog Devices, Inc./ Wilmington Manufacturing",0.0415,75-46-7
CHF3,1003945,,,,,HFC-23,2017,TEXAS INSTRUMENTS NORTH CAMPUS,1.4286,75-46-7
CHF3,1003997,,,,,HFC-23,2017,INTEL CORPORATION - RIO RANCHO FACILITY,0.265,75-46-7
CHF3,1004006,,,,,HFC-23,2017,INTEL CORPORATION RONLER ACRES CAMPUS,1.3,75-46-7
CHF3,1004300,,,,,HFC-23,2017,Onsemi East Fishkill Facility,0.0089,75-46-7
CHF3,1004325,,,,,HFC-23,2017,"MICRON TECHNOLOGY, INC.",0.0362,75-46-7
CHF3,1004371,,,,,HFC-23,2017,INTEL CORPORATION - Ocotillo Campus,1.889,75-46-7
CHF3,1004412,,,,,HFC-23,2017,GE GLOBAL RESEARCH CENTER,0.004,75-46-7
CHF3,1004746,,,,,HFC-23,2017,ANALOG DEVICES,0.1218,75-46-7
CHF3,1004883,,,,,HFC-23,2017,MICROCHIP TECHNOLOGY INC,0.31,75-46-7
CHF3,1005759,,,,,HFC-23,2017,"Wolfspeed, Inc",0.8064,75-46-7
CHF3,1007527,,,,,HFC-23,2017,ON Semiconductor,0.1257,75-46-7
CHF3,1008059,,,,,HFC-23,2017,Texas Instruments Richardson,0.6495,75-46-7
CHF3,1008262,,,,,HFC-23,2017,"Jireh Semiconductor, Inc.",0.375,75-46-7
CHF3,1008734,,,,,HFC-23,2017,Avago Technologies,0.0457,75-46-7
CHF3,1008768,,,,,HFC-23,2017,Microchip Technology Inc.,0.371,75-46-7
CHF3,1008930,,,,,HFC-23,2017,LA Semiconductor,0.0965,75-46-7
CHF3,1009361,,,,,HFC-23,2017,WaferTech LLC,0.6718,75-46-7
CHF3,1009556,,,,,HFC-23,2017,Texas Instruments- Lehi Fab,1.4023,75-46-7
CHF3,1009580,,,,,HFC-23,2017,Fairchild Semiconductor,0.075,75-46-7
CHF3,1009581,,,,,HFC-23,2017,Diodes US Manufacturing Incorporated,0.1636,75-46-7
CHF3,1009606,,,,,HFC-23,2017,INTEL CORPORATION ALOHA CAMPUS,0.022,75-46-7
CHF3,1009735,,,,,HFC-23,2017,"Skyworks Solutions, Inc.",0.2345,75-46-7
CHF3,1009738,,,,,HFC-23,2017,X-FAB Texas Inc.,0.198,75-46-7
CHF3,1009792,,,,,HFC-23,2017,Microchip Technology,0.8509,75-46-7
CHF3,1009805,,,,,HFC-23,2017,"Micron Technology, Inc.",1.1405,75-46-7
CHF3,1009807,,,,,HFC-23,2017,Polar Semiconductor LLC,0.4502,75-46-7
CHF3,1009872,,,,,HFC-23,2017,Samsung Austin Semiconductor,4.73,75-46-7
CHF3,1009928,,,,,HFC-23,2017,TSI SEMICONDUCTORS LLC,0.101,75-46-7
CHF3,1009951,,,,,HFC-23,2017,Infineon Technologies Americas Corp,0.3414,75-46-7
CHF3,1009982,,,,,HFC-23,2017,Analog Devices Inc,0.4643,75-46-7
CHF3,1010005,,,,,HFC-23,2017,Tower Semiconductor,0.3392,75-46-7
CHF3,1010033,,,,,HFC-23,2017,QORVO,0.0128,75-46-7
CHF3,1010066,,,,,HFC-23,2017,NXP Semiconductors - EB site,0.6035,75-46-7
CHF3,1010067,,,,,HFC-23,2017,NXP Semiconductors - OH site,0.5731,75-46-7
CHF3,1010083,,,,,HFC-23,2017,NXP Semiconductors Chandler Site,0.809,75-46-7
CHF3,1010134,,,,,HFC-23,2017,Texas Instruments - Sherman,0.213,75-46-7
CHF3,1010139,,,,,HFC-23,2017,Newport Fab LLC (dba TowerJazz),0.3836,75-46-7
CHF3,1010141,,,,,HFC-23,2017,Cypress Semiconductor,0.502,75-46-7
CHF3,1010208,,,,,HFC-23,2017,Texas Instruments Incorporated - Maine Fab,0.3407,75-46-7
CHF3,1010241,,,,,HFC-23,2017,Honeywell Aerospace - Plymouth,0.0058,75-46-7
CHF3,1010254,,,,,HFC-23,2017,"Qorvo US, Inc.",0.018,75-46-7
CHF3,1010579,,,,,HFC-23,2017,General Motors Components Holdings LLC,0.0715,75-46-7
CHF3,1010586,,,,,HFC-23,2017,GLOBALFOUNDRIES U.S. Inc. Fab 8,0.0608,75-46-7
CHF3,1011813,,,,,HFC-23,2017,Qorvo Texas LLC,0.0647,75-46-7
CHF3,1011826,,,,,HFC-23,2017,"Diodes Fabtech, Inc",0.1871,75-46-7
CHF3,1011887,,,,,HFC-23,2017,Renesas Electronics America Inc.,0.0894,75-46-7
CHF3,1012448,,,,,HFC-23,2017,Wolfspeed RTP,0.1552,75-46-7
CHF3,1012992,,,,,HFC-23,2017,Aptina LLC,0.0001,75-46-7
NF3,1000354,,,,,Nitrogen trifluoride,2017,SKYWATER TECHNOLOGY INC,0.1117,7783-54-2
NF3,1003726,,,,,Nitrogen trifluoride,2017,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,2.734,7783-54-2
NF3,1003759,,,,,Nitrogen trifluoride,2017,"Analog Devices, Inc./ Wilmington Manufacturing",0.0237,7783-54-2
NF3,1003945,,,,,Nitrogen trifluoride,2017,TEXAS INSTRUMENTS NORTH CAMPUS,4.1136,7783-54-2
NF3,1003997,,,,,Nitrogen trifluoride,2017,INTEL CORPORATION - RIO RANCHO FACILITY,0.543,7783-54-2
NF3,1004006,,,,,Nitrogen trifluoride,2017,INTEL CORPORATION RONLER ACRES CAMPUS,1.389,7783-54-2
NF3,1004300,,,,,Nitrogen trifluoride,2017,Onsemi East Fishkill Facility,0.2913,7783-54-2
NF3,1004325,,,,,Nitrogen trifluoride,2017,"MICRON TECHNOLOGY, INC.",0.0302,7783-54-2
NF3,1004371,,,,,Nitrogen trifluoride,2017,INTEL CORPORATION - Ocotillo Campus,1.833,7783-54-2
NF3,1004412,,,,,Nitrogen trifluoride,2017,GE GLOBAL RESEARCH CENTER,0.009,7783-54-2
NF3,1004746,,,,,Nitrogen trifluoride,2017,ANALOG DEVICES,0.0079,7783-54-2
NF3,1004883,,,,,Nitrogen trifluoride,2017,MICROCHIP TECHNOLOGY INC,0.456,7783-54-2
NF3,1005759,,,,,Nitrogen trifluoride,2017,"Wolfspeed, Inc",0.1998,7783-54-2
NF3,1007527,,,,,Nitrogen trifluoride,2017,ON Semiconductor,0.0536,7783-54-2
NF3,1008059,,,,,Nitrogen trifluoride,2017,Texas Instruments Richardson,1.198,7783-54-2
NF3,1008262,,,,,Nitrogen trifluoride,2017,"Jireh Semiconductor, Inc.",0.065,7783-54-2
NF3,1008734,,,,,Nitrogen trifluoride,2017,Avago Technologies,0.0645,7783-54-2
NF3,1008768,,,,,Nitrogen trifluoride,2017,Microchip Technology Inc.,0.3387,7783-54-2
NF3,1008930,,,,,Nitrogen trifluoride,2017,LA Semiconductor,0.1852,7783-54-2
NF3,1009361,,,,,Nitrogen trifluoride,2017,WaferTech LLC,0.3792,7783-54-2
NF3,1009556,,,,,Nitrogen trifluoride,2017,Texas Instruments- Lehi Fab,3.1768,7783-54-2
NF3,1009580,,,,,Nitrogen trifluoride,2017,Fairchild Semiconductor,0.02,7783-54-2
NF3,1009581,,,,,Nitrogen trifluoride,2017,Diodes US Manufacturing Incorporated,0.165,7783-54-2
NF3,1009606,,,,,Nitrogen trifluoride,2017,INTEL CORPORATION ALOHA CAMPUS,0.146,7783-54-2
NF3,1009738,,,,,Nitrogen trifluoride,2017,X-FAB Texas Inc.,0.013,7783-54-2
NF3,1009792,,,,,Nitrogen trifluoride,2017,Microchip Technology,0.2781,7783-54-2
NF3,1009805,,,,,Nitrogen trifluoride,2017,"Micron Technology, Inc.",2.7279,7783-54-2
NF3,1009807,,,,,Nitrogen trifluoride,2017,Polar Semiconductor LLC,0.3536,7783-54-2
NF3,1009872,,,,,Nitrogen trifluoride,2017,Samsung Austin Semiconductor,6.852,7783-54-2
NF3,1009928,,,,,Nitrogen trifluoride,2017,TSI SEMICONDUCTORS LLC,0.013,7783-54-2
NF3,1009951,,,,,Nitrogen trifluoride,2017,Infineon Technologies Americas Corp,0.1013,7783-54-2
NF3,1009982,,,,,Nitrogen trifluoride,2017,Analog Devices Inc,0.0044,7783-54-2
NF3,1010005,,,,,Nitrogen trifluoride,2017,Tower Semiconductor,0.0009,7783-54-2
NF3,1010066,,,,,Nitrogen trifluoride,2017,NXP Semiconductors - EB site,0.9538,7783-54-2
NF3,1010067,,,,,Nitrogen trifluoride,2017,NXP Semiconductors - OH site,0.2995,7783-54-2
NF3,1010083,,,,,Nitrogen trifluoride,2017,NXP Semiconductors Chandler Site,0.862,7783-54-2
NF3,1010139,,,,,Nitrogen trifluoride,2017,Newport Fab LLC (dba TowerJazz),0.135,7783-54-2
NF3,1010141,,,,,Nitrogen trifluoride,2017,Cypress Semiconductor,0.859,7783-54-2
NF3,1010208,,,,,Nitrogen trifluoride,2017,Texas Instruments Incorporated - Maine Fab,0.6627,7783-54-2
NF3,1010241,,,,,Nitrogen trifluoride,2017,Honeywell Aerospace - Plymouth,0.0077,7783-54-2
NF3,1010254,,,,,Nitrogen trifluoride,2017,"Qorvo US, Inc.",0.0032,7783-54-2
NF3,1010586,,,,,Nitrogen trifluoride,2017,GLOBALFOUNDRIES U.S. Inc. Fab 8,0.3446,7783-54-2
NF3,1011887,,,,,Nitrogen trifluoride,2017,Renesas Electronics America Inc.,0.0144,7783-54-2
NF3,1012448,,,,,Nitrogen trifluoride,2017,Wolfspeed RTP,0.0119,7783-54-2
SF6,1000354,,,,,Sulfur hexafluoride,2017,SKYWATER TECHNOLOGY INC,0.1561,2551-62-4
SF6,1003726,,,,,Sulfur hexafluoride,2017,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.5291,2551-62-4
SF6,1003759,,,,,Sulfur hexafluoride,2017,"Analog Devices, Inc./ Wilmington Manufacturing",0.1588,2551-62-4
SF6,1003945,,,,,Sulfur hexafluoride,2017,TEXAS INSTRUMENTS NORTH CAMPUS,1.9186,2551-62-4
SF6,1003997,,,,,Sulfur hexafluoride,2017,INTEL CORPORATION - RIO RANCHO FACILITY,0.118,2551-62-4
SF6,1004006,,,,,Sulfur hexafluoride,2017,INTEL CORPORATION RONLER ACRES CAMPUS,0.579,2551-62-4
SF6,1004300,,,,,Sulfur hexafluoride,2017,Onsemi East Fishkill Facility,0.0264,2551-62-4
SF6,1004325,,,,,Sulfur hexafluoride,2017,"MICRON TECHNOLOGY, INC.",0.0964,2551-62-4
SF6,1004371,,,,,Sulfur hexafluoride,2017,INTEL CORPORATION - Ocotillo Campus,1.388,2551-62-4
SF6,1004412,,,,,Sulfur hexafluoride,2017,GE GLOBAL RESEARCH CENTER,0.007,2551-62-4
SF6,1004746,,,,,Sulfur hexafluoride,2017,ANALOG DEVICES,0.1197,2551-62-4
SF6,1004883,,,,,Sulfur hexafluoride,2017,MICROCHIP TECHNOLOGY INC,0.141,2551-62-4
SF6,1005759,,,,,Sulfur hexafluoride,2017,"Wolfspeed, Inc",1.8458,2551-62-4
SF6,1007527,,,,,Sulfur hexafluoride,2017,ON Semiconductor,0.4091,2551-62-4
SF6,1008059,,,,,Sulfur hexafluoride,2017,Texas Instruments Richardson,0.2077,2551-62-4
SF6,1008262,,,,,Sulfur hexafluoride,2017,"Jireh Semiconductor, Inc.",0.935,2551-62-4
SF6,1008734,,,,,Sulfur hexafluoride,2017,Avago Technologies,5.983,2551-62-4
SF6,1008768,,,,,Sulfur hexafluoride,2017,Microchip Technology Inc.,0.3247,2551-62-4
SF6,1008930,,,,,Sulfur hexafluoride,2017,LA Semiconductor,0.3405,2551-62-4
SF6,1009361,,,,,Sulfur hexafluoride,2017,WaferTech LLC,0.9743,2551-62-4
SF6,1009556,,,,,Sulfur hexafluoride,2017,Texas Instruments- Lehi Fab,0.1067,2551-62-4
SF6,1009580,,,,,Sulfur hexafluoride,2017,Fairchild Semiconductor,0.43,2551-62-4
SF6,1009581,,,,,Sulfur hexafluoride,2017,Diodes US Manufacturing Incorporated,0.0932,2551-62-4
SF6,1009735,,,,,Sulfur hexafluoride,2017,"Skyworks Solutions, Inc.",0.1807,2551-62-4
SF6,1009738,,,,,Sulfur hexafluoride,2017,X-FAB Texas Inc.,0.0279,2551-62-4
SF6,1009792,,,,,Sulfur hexafluoride,2017,Microchip Technology,2.4788,2551-62-4
SF6,1009805,,,,,Sulfur hexafluoride,2017,"Micron Technology, Inc.",0.113,2551-62-4
SF6,1009807,,,,,Sulfur hexafluoride,2017,Polar Semiconductor LLC,0.1666,2551-62-4
SF6,1009872,,,,,Sulfur hexafluoride,2017,Samsung Austin Semiconductor,0.7185,2551-62-4
SF6,1009951,,,,,Sulfur hexafluoride,2017,Infineon Technologies Americas Corp,0.5459,2551-62-4
SF6,1009982,,,,,Sulfur hexafluoride,2017,Analog Devices Inc,0.6162,2551-62-4
SF6,1010005,,,,,Sulfur hexafluoride,2017,Tower Semiconductor,0.0342,2551-62-4
SF6,1010033,,,,,Sulfur hexafluoride,2017,QORVO,1.3508,2551-62-4
SF6,1010066,,,,,Sulfur hexafluoride,2017,NXP Semiconductors - EB site,0.3083,2551-62-4
SF6,1010067,,,,,Sulfur hexafluoride,2017,NXP Semiconductors - OH site,0.7987,2551-62-4
SF6,1010083,,,,,Sulfur hexafluoride,2017,NXP Semiconductors Chandler Site,0.882,2551-62-4
SF6,1010134,,,,,Sulfur hexafluoride,2017,Texas Instruments - Sherman,0.207,2551-62-4
SF6,1010139,,,,,Sulfur hexafluoride,2017,Newport Fab LLC (dba TowerJazz),0.4266,2551-62-4
SF6,1010141,,,,,Sulfur hexafluoride,2017,Cypress Semiconductor,0.285,2551-62-4
SF6,1010208,,,,,Sulfur hexafluoride,2017,Texas Instruments Incorporated - Maine Fab,0.1775,2551-62-4
SF6,1010241,,,,,Sulfur hexafluoride,2017,Honeywell Aerospace - Plymouth,0.0441,2551-62-4
SF6,1010254,,,,,Sulfur hexafluoride,2017,"Qorvo US, Inc.",0.3939,2551-62-4
SF6,1010579,,,,,Sulfur hexafluoride,2017,General Motors Components Holdings LLC,0.0892,2551-62-4
SF6,1010586,,,,,Sulfur hexafluoride,2017,GLOBALFOUNDRIES U.S. Inc. Fab 8,0.0009,2551-62-4
SF6,1011813,,,,,Sulfur hexafluoride,2017,Qorvo Texas LLC,0.2515,2551-62-4
SF6,1011887,,,,,Sulfur hexafluoride,2017,Renesas Electronics America Inc.,0.0521,2551-62-4
SF6,1012448,,,,,Sulfur hexafluoride,2017,Wolfspeed RTP,3.233,2551-62-4
SF6,1012992,,,,,Sulfur hexafluoride,2017,Aptina LLC,0.0073,2551-62-4
,1000354,C5F15NO,Fully fluorinated GHGs,1093615-61-2,FC-770 (Perfluoroisopropylmorpholine),Other,2017,SKYWATER TECHNOLOGY INC,0.34,
,1000354,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (d),HT-110,Other,2017,SKYWATER TECHNOLOGY INC,0.1755,
,1000354,,,,,Nitrous Oxide,2017,SKYWATER TECHNOLOGY INC,1.591,
,1003726,(C3F7)3N,Fully fluorinated GHGs,338-83-0,FC-3283/FC-8270 (Perfluorotripropylamine),Other,2017,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,1.2337,
,1003726,(C4F9)3N,Fully fluorinated GHGs,1064698-37-8,FC-40/FC-43 (Perfluorotributylamine (PTBA)),Other,2017,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.015,
,1003726,C5F15NO,Fully fluorinated GHGs,1093615-61-2,FC-770 (Perfluoroisopropylmorpholine),Other,2017,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.005,
,1003726,CF3CF2CF2CF(OC2H5)CF(CF3)2,Saturated HFEs and HCFEs with 3 or more carbon-hydrogen bonds,297730-93-9,"HFE-7500 (3-ethoxy-1,1,1,2,3,4,4,5,5,6,6,6-dodecafluoro-2-trifluoromethyl-hexane)",Other,2017,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,1.1775,
,1003726,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (h),HT-200,Other,2017,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.9214,
,1003726,,,,,Nitrous Oxide,2017,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,39.421,
,1003759,(C3F7)3N,Fully fluorinated GHGs,338-83-0,FC-3283/FC-8270 (Perfluorotripropylamine),Other,2017,"Analog Devices, Inc./ Wilmington Manufacturing",0.068,
,1003759,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (h),HT-200,Other,2017,"Analog Devices, Inc./ Wilmington Manufacturing",0.063,
,1003759,,,,,Nitrous Oxide,2017,"Analog Devices, Inc./ Wilmington Manufacturing",5.425,
,1003945,(C3F7)3N,Fully fluorinated GHGs,338-83-0,FC-3283/FC-8270 (Perfluorotripropylamine),Other,2017,TEXAS INSTRUMENTS NORTH CAMPUS,0.12,
,1003945,CF3CF2CF2CF(OC2H5)CF(CF3)2,Saturated HFEs and HCFEs with 3 or more carbon-hydrogen bonds,297730-93-9,"HFE-7500 (3-ethoxy-1,1,1,2,3,4,4,5,5,6,6,6-dodecafluoro-2-trifluoromethyl-hexane)",Other,2017,TEXAS INSTRUMENTS NORTH CAMPUS,0.01,
,1003945,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (d),HT-110,Other,2017,TEXAS INSTRUMENTS NORTH CAMPUS,0.192,
,1003945,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (e),HT-135,Other,2017,TEXAS INSTRUMENTS NORTH CAMPUS,0.2359,
,1003945,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (g),DO2-TS,Other,2017,TEXAS INSTRUMENTS NORTH CAMPUS,0.418,
,1003945,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (h),HT-200,Other,2017,TEXAS INSTRUMENTS NORTH CAMPUS,1.856,
,1003945,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (p),HT-270,Other,2017,TEXAS INSTRUMENTS NORTH CAMPUS,0.06,
,1003945,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (r),DET,Other,2017,TEXAS INSTRUMENTS NORTH CAMPUS,0.013,
,1003945,,,,,Nitrous Oxide,2017,TEXAS INSTRUMENTS NORTH CAMPUS,41.75,
,1003997,C5F15NO,Fully fluorinated GHGs,1093615-61-2,FC-770 (Perfluoroisopropylmorpholine),Other,2017,INTEL CORPORATION - RIO RANCHO FACILITY,0.009,
