UNIT_TYPE,BIOMASS_N2O_EMISSIONS_FACTOR,FACILITY_ID,SPENT_LIQUOR_CH4_EMISSIONS,UNIT_NAME,REPORTING_YEAR,FACILITY_NAME,BIOMASS_CH4_EMISSIONS_FACTOR,SPENT_LIQUOR_N2O_EMISSIONS,SPENT_LIQUOR_CO2_EMISSIONS
Pulp Mill Lime Kiln,,1002823,,No. 1 Lime Kiln (L600),2017,GEORGIA-PACIFIC CEDAR SPRINGS LLC,,,
Pulp Mill Lime Kiln,,1002823,,No. 2 Lime Kiln (L601),2017,GEORGIA-PACIFIC CEDAR SPRINGS LLC,,,
Pulp Mill Lime Kiln,,1002846,,Lime Kiln,2017,"Hood Container of Louisiana, LLC",,,
Pulp Mill Lime Kiln,,1002893,0.96,Lime Kiln,2017,BOISE PAPER,,0.0,18924.5
Pulp Mill Lime Kiln,,1002963,,Z003,2017,BOISE WHITE PAPER MILL,,,
Pulp Mill Lime Kiln,,1003048,,Lime Kiln,2017,"Sappi North America, Inc. - Somerset Operations",,,
Pulp Mill Lime Kiln,,1003280,,6063,2017,PACKAGING CORP. OF AMERICA,,,
Pulp Mill Lime Kiln,,1003320,,EULK29,2017,Billerud Escanaba LLC,,,
Pulp Mill Lime Kiln,,1003470,,L001,2017,GRAPHIC PACKAGING INTERNATIONAL,,,
Pulp Mill Lime Kiln,,1003470,,L002,2017,GRAPHIC PACKAGING INTERNATIONAL,,,
Pulp Mill Lime Kiln,,1003501,,Lime Kiln No. 1,2017,EVERGREEN PACKAGING-PINE BLUFF,,,
Pulp Mill Lime Kiln,,1003501,,Lime Kiln No. 2,2017,EVERGREEN PACKAGING-PINE BLUFF,,,
Pulp Mill Lime Kiln,,1003633,,Lime Kiln SN-01,2017,Twin Rivers Pine Bluff LLC,,,
Pulp Mill Lime Kiln,,1004017,,LIme Kiln,2017,CASCADE PACIFIC PULP HALSEY PULP MILL,,,
Pulp Mill Lime Kiln,,1004055,,EU1 Lime Kiln #1,2017,GEORGIA-PACIFIC TOLEDO LLC,,,
Pulp Mill Lime Kiln,,1004055,,EU2 Lime Kiln #2,2017,GEORGIA-PACIFIC TOLEDO LLC,,,
Pulp Mill Lime Kiln,,1004055,,EU3 Lime Kiln #3,2017,GEORGIA-PACIFIC TOLEDO LLC,,,
Pulp Mill Lime Kiln,,1004199,,Calciner,2017,Pixelle Specialty Solutions,,,
Pulp Mill Lime Kiln,,1004396,,P22,2017,DOMTAR A. W. LLC-NEKOOSA,,,
Pulp Mill Lime Kiln,,1004705,,Number 3 Lime Kiln,2017,CLEARWATER PAPER CORP,,,
Pulp Mill Lime Kiln,,1004705,,Number 4 Lime Kiln,2017,CLEARWATER PAPER CORP,,,
Pulp Mill Lime Kiln,,1004874,,Lime Kiln (P30),2017,WISCONSIN RAPIDS PAPER MILL,,,
Pulp Mill Lime Kiln,,1004886,,Lime Kiln,2017,Interstate Paper LLC dba DSSmith Riceboro,,,
Pulp Mill Lime Kiln,,1004901,,LK01,2017,International Paper-Port Wentworth,,,
Pulp Mill Lime Kiln,,1005012,,LK1,2017,"WESTROCK CP, LLC - HODGE MILL",,,
Pulp Mill Lime Kiln,,1005012,,LK2,2017,"WESTROCK CP, LLC - HODGE MILL",,,
Pulp Mill Lime Kiln,,1005579,,LK1,2017,"WestRock CP, LLC - West Point Mill",,,
Pulp Mill Lime Kiln,,1005579,,LK2,2017,"WestRock CP, LLC - West Point Mill",,,
Pulp Mill Lime Kiln,,1005653,,Lime Kiln,2017,INTERNATIONAL PAPER - BOGALUSA MILL,,,
Pulp Mill Lime Kiln,,1005669,,103A - Lime Kiln,2017,APPLETON ROARING SPRING PAPER MFG,,,
Pulp Mill Lime Kiln,,1005706,,Lime Kiln,2017,"Domtar Paper Company, LLC",,,
Pulp Mill Lime Kiln,,1005732,,Lime Kiln,2017,PORT TOWNSEND PAPER CORP,,,
Pulp Mill Lime Kiln,,1005738,,Lime Kiln,2017,International Paper - Mansfield Mill,,,
Pulp Mill Lime Kiln,,1005909,,LK,2017,International Paper - Orange Mill,,,
Pulp Mill Lime Kiln,,1005948,,BR-CRP5-S010,2017,GEORGIA-PACIFIC BREWTON LLC,,,
Pulp Mill Lime Kiln,,1005948,,BR-CRP7-S015,2017,GEORGIA-PACIFIC BREWTON LLC,,,
Pulp Mill Lime Kiln,,1005959,,82-0022-36,2017,DOMTAR PAPER KINGSPORT MILL,,,
Pulp Mill Lime Kiln,,1005994,,No. 2 Lime Kiln,2017,DOMTAR AW LLC ASHDOWN MILL,,,
Pulp Mill Lime Kiln,,1005994,,No. 3 Lime Kiln,2017,DOMTAR AW LLC ASHDOWN MILL,,,
Pulp Mill Lime Kiln,,1005998,,4LK,2017,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,,,
Pulp Mill Lime Kiln,,1006209,,Lime Kiln (U800),2017,International Paper - Flint River Mill,,,
Pulp Mill Lime Kiln,,1006256,,Lime Kiln 69-04,2017,PACKAGING CORPORATION OF AMERICA,,,
Pulp Mill Lime Kiln,,1006262,,No.1 Lime Kiln,2017,Sylvamo Eastover Mill,,,
Pulp Mill Lime Kiln,,1006262,,No.2 Lime Kiln,2017,Sylvamo Eastover Mill,,,
Pulp Mill Lime Kiln,,1006360,,GHG-02_LK,2017,NIPPON DYNAWAVE PACKAGING,,,
Pulp Mill Lime Kiln,,1006366,,Lime Kiln,2017,ND Paper Inc - Rumford Division,,,
Pulp Mill Lime Kiln,,1006454,0.06,No. 3 Lime Kiln / 1431-00,2017,WESTROCK LONGVIEW LLC,,0.0,1159.0
Pulp Mill Lime Kiln,,1006454,,No. 4 Lime Kiln / 1450-00,2017,WESTROCK LONGVIEW LLC,,,
Pulp Mill Lime Kiln,,1006454,,No. 5 Lime Kiln / 1567-00,2017,WESTROCK LONGVIEW LLC,,,
Pulp Mill Lime Kiln,,1006668,,LK1,2017,Graphic Packaging International - Texarkana Mill,,,
Pulp Mill Lime Kiln,,1006668,,LK2,2017,Graphic Packaging International - Texarkana Mill,,,
Pulp Mill Lime Kiln,,1006703,,Lime Kiln,2017,International Paper - Columbus Mill,,,
Pulp Mill Lime Kiln,,1006731,,LK1,2017,Graphic Packaging International - Augusta,,,
Pulp Mill Lime Kiln,,1006731,,LK2,2017,Graphic Packaging International - Augusta,,,
Pulp Mill Lime Kiln,,1006760,,LK1,2017,International Paper ROME LINERBOARD MILL,,,
Pulp Mill Lime Kiln,,1006760,,LK2,2017,International Paper ROME LINERBOARD MILL,,,
Pulp Mill Lime Kiln,,1006776,,Lime Kiln (EUG E7),2017,International Paper - Valliant Mill,,,
Pulp Mill Lime Kiln,,1006788,,LK3,2017,International Paper-Riverdale Mill,,,
Pulp Mill Lime Kiln,,1006803,,LK07,2017,INTERNATIONAL PAPER SAVANNA MILL,,,
Pulp Mill Lime Kiln,,1006885,,LK1,2017,Sylvamo Ticonderoga Mill,,,
Pulp Mill Lime Kiln,,1006892,,Lime Kiln No. 1/ Z003,2017,International Paper-Prattville Mill,,,
Pulp Mill Lime Kiln,,1006892,,Lime Kiln No. 2/ Z013,2017,International Paper-Prattville Mill,,,
Pulp Mill Lime Kiln,,1006958,,LK#1,2017,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",,,
Pulp Mill Lime Kiln,,1006962,,X026,2017,GEORGIA-PACIFIC NAHEOLA LLC,,,
Pulp Mill Lime Kiln,,1006975,,LK01,2017,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,,,
Pulp Mill Lime Kiln,,1006975,,LK02,2017,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,,,
Pulp Mill Lime Kiln,,1007135,,EU 017 No. 4 Lime Kiln,2017,GEORGIA PACIFIC Palatka LLC,,,
Pulp Mill Lime Kiln,,1007196,,08,2017,Phoenix Paper Wickliffe LLC,,,
Pulp Mill Lime Kiln,,1007214,,Lime Kiln (SN25),2017,GEORGIA-PACIFIC Crossett LLC,,,
Pulp Mill Lime Kiln,,1007226,,LK3,2017,International Paper-Riegelwood,,,
Pulp Mill Lime Kiln,,1007226,,LK4,2017,International Paper-Riegelwood,,,
Pulp Mill Lime Kiln,,1007273,,Lime Kiln (P36),2017,Ahlstrom - Munksjo Mosinee LLC,,,
Pulp Mill Lime Kiln,,1007627,,Lime Kiln,2017,GEORGIA PACIFIC MONTICELLO LLC,,,
Pulp Mill Lime Kiln,,1007867,,Lime Kiln #1,2017,Packaging Corporation of America,,,
Pulp Mill Lime Kiln,,1007867,,Lime Kiln #2,2017,Packaging Corporation of America,,,
Pulp Mill Lime Kiln,,1007912,,No. 1 Lime Kiln,2017,International Paper - Georgetown Mill,,,
Pulp Mill Lime Kiln,,1007912,,No. 2 Lime Kiln,2017,International Paper - Georgetown Mill,,,
Pulp Mill Lime Kiln,,1007917,,X003,2017,"ALABAMA RIVER CELLULOSE, LLC",,,
Pulp Mill Lime Kiln,,1007917,,X014,2017,"ALABAMA RIVER CELLULOSE, LLC",,,
Pulp Mill Lime Kiln,,1007964,,LK3,2017,"West Rock Mill Company, LLC",,,
Pulp Mill Lime Kiln,,1007994,,Lime Kiln EU 340,2017,BOISE WHITE PAPER LLC,,,
Pulp Mill Lime Kiln,,1008025,,AA-013,2017,LEAF RIVER CELLULOSE LLC,,,
Pulp Mill Lime Kiln,,1008042,,LK / EU-21,2017,WAUNA MILL,,,
Pulp Mill Lime Kiln,,1008708,,LK1,2017,"WestRock CP, LLC--Hopewell Mill (Formerly RockTenn)",,,
